-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2021,2,7,4.53,4.6,6.77,1.17,0.7,1.92,12.05,19.96,4.47,10.02,8.2,61.19,0.0,4.35,2.8,4.68,96.6,7.18,0.74,5.44,90.82,2.47
2021,2,8,4.33,4.38,5.35,1.49,0.67,1.82,13.77,20.71,7.83,11.21,10.22,62.99,310.23,6.66,1.92,2.69,96.58,7.06,0.71,6.41,90.84,1.57
2021,2,9,3.92,4.12,3.48,1.85,0.6,1.6,15.47,20.88,10.04,11.92,11.31,58.95,0.0,7.15,0.93,1.61,96.23,7.21,0.62,6.59,90.54,0.74
2021,2,10,4.42,4.55,5.37,1.53,0.67,1.83,14.58,22.38,9.57,12.52,11.58,68.82,0.0,8.58,2.45,3.45,96.26,7.24,0.68,7.3,90.55,2.23
2021,2,11,4.49,4.74,5.54,1.52,0.67,1.9,15.4,23.0,9.66,12.59,11.73,63.41,0.0,8.06,1.58,2.5,96.29,7.3,0.73,7.02,90.6,1.32
2021,2,12,4.27,4.72,4.34,2.04,0.63,1.78,15.35,23.41,9.58,13.35,11.69,63.26,0.0,8.04,2.21,2.58,96.31,7.03,0.73,7.04,90.62,1.92
2021,2,13,3.51,4.38,1.91,2.24,0.52,1.47,15.81,23.16,11.75,13.84,11.9,61.37,0.0,7.99,1.95,2.83,96.3,7.52,0.56,7.0,90.61,1.76
2021,2,14,4.1,4.76,4.06,1.92,0.6,1.72,15.97,22.49,10.97,13.06,11.83,59.01,0.0,7.68,1.85,2.67,96.34,7.63,0.75,6.86,90.65,1.52
2021,2,15,4.28,4.56,4.13,1.85,0.62,1.78,16.06,22.44,10.84,13.38,12.35,62.76,0.0,8.64,1.86,2.93,96.17,7.5,0.72,7.31,90.5,1.5
2021,2,16,4.35,4.81,4.81,1.65,0.62,1.81,16.03,23.54,10.49,13.82,12.65,66.1,0.0,9.28,2.21,2.57,96.2,7.73,0.74,7.63,90.52,1.85
2021,2,17,4.52,5.02,5.49,1.5,0.64,1.89,15.55,23.5,9.37,13.53,11.42,60.1,0.0,7.3,1.99,2.9,96.31,7.72,0.82,6.68,90.62,1.73
2021,2,18,4.66,4.89,5.33,1.61,0.66,1.94,15.7,23.02,10.5,13.44,11.75,61.06,0.0,7.8,1.64,2.53,96.63,7.56,0.82,6.87,90.92,1.38
2021,2,19,4.61,4.69,4.66,1.84,0.65,1.91,16.55,23.35,9.56,14.2,12.29,58.49,0.0,8.03,1.81,2.69,96.75,7.29,0.87,6.98,91.05,1.51
2021,2,20,4.07,4.26,3.03,2.07,0.57,1.66,16.97,22.8,12.59,14.3,12.79,58.87,0.0,8.61,1.38,2.13,96.74,7.58,0.73,7.25,91.05,1.11
2021,2,21,4.45,4.64,3.62,2.08,0.61,1.9,16.02,22.88,10.33,14.82,12.83,67.2,0.0,9.64,2.63,3.94,96.58,7.65,0.94,7.8,90.88,2.37
2021,2,22,4.31,4.47,3.36,2.05,0.59,1.83,18.28,24.33,13.39,15.23,13.76,56.3,0.12,9.24,1.68,3.84,96.36,7.9,0.91,7.61,90.72,1.35
2021,2,23,4.67,4.75,4.23,1.98,0.63,1.99,18.1,23.8,12.08,15.29,13.41,55.98,0.14,8.71,1.47,2.22,96.14,7.65,1.03,7.35,90.51,1.19
2021,2,24,4.98,5.06,5.26,1.78,0.67,2.17,18.57,25.12,12.88,16.26,13.67,54.43,0.06,8.77,1.68,2.54,96.07,7.67,1.1,7.38,90.45,1.42
2021,2,25,5.07,5.11,5.45,1.69,0.68,2.2,18.67,25.11,11.88,17.46,14.55,60.77,0.14,10.44,2.04,3.95,95.98,7.89,1.09,8.25,90.37,2.03
2021,2,26,4.5,4.83,3.68,2.08,0.6,1.98,17.95,24.76,13.32,16.81,14.79,67.9,15.41,11.63,2.94,4.88,95.55,8.14,0.95,9.0,89.95,2.78
2021,2,27,5.1,5.16,5.09,1.89,0.67,2.17,16.18,22.37,10.05,14.25,12.2,61.21,1.22,8.21,2.13,3.64,95.46,7.32,0.92,7.15,89.83,1.74
2021,2,28,5.75,5.76,8.38,1.06,0.75,2.46,15.75,23.34,9.15,14.54,12.01,63.19,0.05,8.26,2.67,3.5,95.98,6.69,1.09,7.14,90.32,2.4
2021,3,1,5.93,5.93,8.66,1.05,0.77,2.48,15.2,24.18,8.47,14.35,10.89,59.66,0.0,6.58,3.15,3.69,96.38,6.46,1.17,6.33,90.68,2.99
2021,3,2,5.92,5.94,8.66,1.02,0.76,2.52,16.22,24.48,8.15,14.33,11.01,52.48,0.0,5.79,3.18,4.88,96.37,6.69,1.3,6.03,90.68,2.86
2021,3,3,5.61,5.72,7.13,1.45,0.72,2.4,19.1,26.24,12.73,16.14,12.46,43.93,0.0,5.82,1.74,2.53,96.09,7.01,1.08,6.04,90.48,1.42
2021,3,4,5.6,5.71,6.62,1.61,0.71,2.41,18.47,26.48,12.95,16.8,13.27,53.59,0.0,8.08,2.27,3.31,96.19,7.24,1.29,7.07,90.56,2.08
2021,3,5,6.02,6.02,8.72,0.99,0.76,2.6,18.0,26.46,12.9,16.42,13.22,55.83,0.0,8.45,3.37,4.92,96.24,7.11,1.42,7.24,90.6,3.03
2021,3,6,3.74,5.44,1.81,2.36,0.47,1.68,16.31,22.88,11.85,14.47,11.87,56.84,0.04,7.43,3.39,6.25,96.02,8.31,1.04,6.77,90.36,3.17
2021,3,7,5.56,5.59,5.81,1.8,0.69,2.42,17.68,24.57,12.19,17.33,14.88,70.74,0.07,12.08,2.78,4.85,95.9,7.66,1.3,9.33,90.27,2.65
2021,3,8,4.7,5.48,3.38,2.5,0.58,2.04,18.91,25.9,14.29,18.74,15.67,68.26,0.54,12.44,2.58,3.82,96.18,8.02,1.19,9.4,90.56,2.8
2021,3,9,5.94,5.95,7.28,1.45,0.72,2.56,19.01,27.42,12.27,18.21,14.2,56.68,0.0,9.39,2.22,3.37,96.25,7.38,1.4,7.67,90.63,2.13
2021,3,10,5.16,5.53,4.57,2.82,0.63,2.22,18.78,26.62,13.28,18.08,14.39,59.74,0.06,10.01,2.87,3.68,96.21,8.06,1.06,8.01,90.59,2.84
2021,3,11,2.25,5.25,0.56,1.66,0.27,1.02,18.9,25.88,13.99,18.36,15.08,63.66,7.63,11.26,3.13,6.6,96.25,8.63,0.52,8.7,90.63,2.98
2021,3,12,4.25,5.23,2.35,2.67,0.51,1.86,17.16,24.89,12.86,16.85,14.36,72.48,7.11,11.55,4.69,7.39,96.56,8.27,0.87,8.84,90.88,3.81
2021,3,13,4.68,5.62,2.09,3.11,0.56,2.08,17.76,24.68,11.81,17.25,13.94,62.68,0.83,10.12,2.68,3.18,96.64,8.23,1.08,8.05,90.97,2.49
2021,3,14,4.14,4.63,1.31,2.88,0.49,1.82,18.06,24.24,13.51,17.64,14.84,67.98,0.78,11.62,2.51,4.14,96.26,8.65,0.83,8.91,90.62,2.41
2021,3,15,4.53,5.09,1.83,3.13,0.53,2.0,17.92,24.95,12.33,17.69,15.13,71.83,0.35,12.35,3.32,4.5,96.17,8.66,0.98,9.37,90.53,3.09
2021,3,16,4.69,5.37,2.17,3.33,0.54,2.08,19.75,27.17,13.77,19.23,15.98,64.93,0.0,12.22,2.67,3.15,96.19,8.74,1.05,9.29,90.58,2.53
2021,3,17,5.01,5.63,3.4,3.31,0.58,2.18,20.36,27.51,14.91,19.83,16.26,61.98,0.0,12.17,2.64,3.05,96.06,8.33,1.12,9.29,90.47,2.5
2021,3,18,4.64,6.22,1.58,3.5,0.53,2.06,20.45,28.5,13.68,20.27,16.14,60.76,0.0,11.83,2.87,5.27,96.12,8.28,1.19,9.07,90.53,2.93
2021,3,19,6.17,6.29,6.05,2.2,0.7,2.7,20.55,28.59,14.38,20.33,15.88,57.72,0.0,11.22,3.8,4.83,96.05,8.0,1.45,8.7,90.47,3.62
2021,3,20,4.82,6.17,1.73,3.44,0.55,2.14,20.97,29.15,13.72,20.16,15.98,55.83,0.0,11.0,3.1,4.85,95.84,8.32,1.31,8.6,90.28,2.74
2021,3,21,2.09,5.45,0.11,1.71,0.23,1.0,17.21,19.32,15.02,16.66,15.48,80.47,16.59,13.74,3.94,7.25,95.87,8.98,0.66,10.29,90.23,3.56
2021,3,22,2.63,5.62,0.35,2.11,0.29,1.24,16.89,22.39,13.19,16.11,15.14,80.64,13.77,13.4,2.46,4.72,96.0,8.67,0.72,10.04,90.35,2.35
2021,3,23,3.98,5.48,1.58,2.43,0.44,1.79,15.9,20.57,13.14,15.39,14.84,87.5,24.92,13.77,3.94,7.17,96.05,8.42,1.0,10.28,90.38,3.56
2021,3,24,6.35,6.38,6.58,1.89,0.7,2.81,16.11,22.2,11.7,16.68,14.04,78.84,0.42,11.98,3.21,4.16,96.52,7.76,1.4,9.08,90.83,2.9
2021,3,25,5.69,6.31,3.71,2.86,0.62,2.53,17.6,24.92,11.6,17.03,14.08,65.77,0.0,10.56,3.22,3.93,96.36,8.19,1.3,8.3,90.7,3.07
2021,3,26,6.23,6.31,5.4,2.35,0.68,2.77,19.58,26.85,11.95,18.8,15.67,62.64,0.0,11.77,3.25,4.67,96.09,8.3,1.48,9.09,90.49,3.03
2021,3,27,5.97,6.44,4.73,2.64,0.65,2.67,21.53,29.2,14.95,21.21,17.95,65.84,0.0,14.37,3.31,4.71,95.96,8.64,1.53,10.76,90.4,3.32
2021,3,28,5.84,6.05,3.91,2.84,0.63,2.58,21.51,29.96,14.02,21.2,17.32,61.58,0.08,13.13,2.99,4.43,95.56,8.76,1.44,9.93,90.02,2.98
2021,3,29,6.39,6.53,5.37,2.58,0.69,2.74,20.53,28.63,14.97,20.02,16.59,62.62,1.42,12.66,3.77,6.31,95.34,8.15,1.56,9.66,89.8,3.76
2021,3,30,7.16,7.36,8.85,1.61,0.76,3.05,19.44,27.29,12.91,18.26,13.9,51.27,1.14,8.36,4.61,7.29,95.22,7.34,1.89,7.27,89.66,4.34
2021,3,31,7.65,7.67,10.76,0.95,0.81,3.17,16.58,26.53,8.08,16.35,10.31,46.35,0.0,4.05,6.69,7.92,95.38,6.56,2.15,5.43,89.77,5.99
2021,4,1,7.72,7.73,11.67,0.64,0.81,3.26,16.88,26.01,8.81,16.49,9.73,40.98,0.0,2.58,8.33,10.27,95.38,6.65,2.2,4.87,89.77,7.2
2021,4,2,7.3,7.53,10.31,1.13,0.77,3.07,16.16,26.31,6.3,15.07,9.0,41.18,0.0,1.85,5.75,8.39,95.49,6.49,1.42,4.65,89.86,4.74
2021,4,3,7.52,7.57,10.12,1.04,0.79,3.22,18.38,29.1,8.04,17.57,10.77,41.23,0.0,3.16,3.33,4.06,95.9,6.93,1.88,5.08,90.29,3.12
2021,4,4,4.77,6.69,1.19,3.31,0.5,2.11,19.03,25.76,14.23,18.33,13.71,52.09,0.1,8.38,3.84,7.2,96.03,8.39,1.39,7.28,90.43,3.61
2021,4,5,3.96,6.6,0.83,2.85,0.41,1.8,18.9,25.78,14.3,18.11,15.2,63.69,0.1,11.5,2.38,3.23,95.97,9.13,1.22,8.86,90.36,2.1
2021,4,6,2.27,5.77,0.37,1.73,0.23,1.06,19.27,27.32,14.8,19.08,16.88,75.62,7.0,14.49,2.51,3.75,95.79,8.84,0.56,10.83,90.2,2.41
2021,4,7,7.05,7.22,7.6,1.82,0.72,3.06,19.28,26.92,12.93,20.12,15.35,65.73,0.91,11.42,2.29,4.01,96.14,7.73,1.8,8.86,90.53,2.44
2021,4,8,7.21,7.38,8.59,1.32,0.73,3.18,18.9,27.8,11.06,18.93,12.75,49.81,0.0,6.6,3.78,5.04,95.96,7.84,1.94,6.4,90.35,3.61
2021,4,9,7.19,7.44,7.89,1.71,0.73,3.17,20.52,29.47,12.2,20.13,13.72,45.85,0.0,6.91,3.26,4.15,96.05,7.97,1.88,6.54,90.47,2.9
2021,4,10,7.22,7.26,7.53,1.79,0.73,3.16,21.96,30.46,13.91,21.76,15.12,46.03,0.0,8.28,3.11,3.63,96.13,8.03,1.79,7.26,90.57,2.84
2021,4,11,6.44,6.73,4.39,2.96,0.65,2.81,23.31,31.39,16.05,23.47,17.8,53.85,0.34,12.31,3.2,3.8,96.13,8.5,1.6,9.4,90.59,3.02
2021,4,12,6.31,7.06,4.39,2.93,0.63,2.83,23.63,30.15,17.14,23.5,18.06,52.83,0.08,12.48,2.91,3.76,96.25,8.93,1.79,9.45,90.71,2.76
2021,4,13,6.13,6.77,3.72,3.59,0.61,2.71,23.95,31.64,17.88,23.77,18.35,51.96,0.0,12.75,3.52,4.67,96.07,9.03,1.63,9.68,90.55,3.35
2021,4,14,6.2,7.02,3.52,3.21,0.61,2.77,25.35,33.8,18.63,25.81,19.62,52.92,0.75,13.9,2.89,3.59,95.84,9.24,1.83,10.44,90.35,2.93
2021,4,15,4.46,6.71,1.66,2.76,0.44,2.03,24.18,32.24,18.82,24.51,18.93,56.26,2.23,13.67,2.56,4.98,95.84,9.68,1.29,10.28,90.33,2.44
2021,4,16,2.59,6.64,0.22,2.07,0.25,1.27,19.84,24.16,16.82,19.7,16.78,69.32,2.29,13.72,3.24,4.53,95.85,9.25,0.87,10.27,90.27,3.04
2021,4,17,5.15,6.75,2.19,3.04,0.5,2.31,18.51,22.66,14.81,19.34,16.24,76.05,6.02,13.97,2.32,4.4,95.94,9.03,1.39,10.4,90.33,1.85
2021,4,18,6.29,7.3,3.86,3.51,0.61,2.81,20.59,27.43,13.92,21.15,17.35,69.39,4.67,14.1,2.38,3.67,96.2,9.04,1.69,10.48,90.61,2.2
2021,4,19,7.36,7.72,7.1,2.13,0.71,3.26,21.17,29.41,14.27,21.73,15.97,56.02,0.0,10.77,3.75,5.16,95.9,8.32,1.91,8.45,90.34,3.46
2021,4,20,2.23,7.63,0.08,1.85,0.22,1.09,22.22,31.14,14.46,22.41,15.87,49.92,0.23,9.52,2.46,3.83,95.53,8.9,0.71,7.91,90.01,2.5
2021,4,21,7.34,7.61,7.04,2.24,0.71,3.25,20.72,28.15,13.74,22.09,16.55,64.1,1.96,12.38,2.08,3.02,95.83,8.38,1.76,9.42,90.26,1.95
2021,4,22,6.71,7.32,5.1,2.7,0.64,2.95,22.29,30.57,14.07,22.75,17.06,56.71,3.78,11.83,3.63,5.73,95.88,8.83,1.67,9.08,90.34,3.33
2021,4,23,7.69,7.7,8.27,1.71,0.74,3.34,20.24,27.46,14.51,21.53,15.93,62.08,5.88,11.62,2.95,5.36,96.12,7.98,1.87,8.96,90.52,2.55
2021,4,24,8.16,8.2,10.67,1.05,0.78,3.52,21.68,30.51,13.27,21.92,15.18,48.42,0.0,8.67,3.28,4.5,96.13,7.54,2.11,7.35,90.57,2.93
2021,4,25,8.12,8.13,10.32,1.12,0.77,3.52,24.42,34.57,13.6,23.84,16.21,39.19,0.0,8.01,3.24,4.55,95.95,7.76,2.26,7.09,90.44,2.96
2021,4,26,7.55,7.94,7.16,2.5,0.72,3.29,26.31,35.74,17.21,26.08,18.41,41.55,0.0,10.52,2.81,3.37,95.76,8.37,2.2,8.41,90.3,2.46
2021,4,27,7.36,7.76,6.4,3.12,0.7,3.21,27.37,36.98,20.34,26.98,20.06,44.63,0.0,12.74,3.14,3.97,95.69,8.7,2.28,9.71,90.25,2.93
2021,4,28,7.23,7.77,5.53,3.15,0.68,3.19,28.34,37.43,20.72,28.79,20.72,43.5,0.0,13.1,3.95,7.22,95.78,9.01,2.22,9.95,90.35,3.6
2021,4,29,7.39,7.66,6.57,2.57,0.69,3.29,29.27,38.23,21.47,29.45,20.85,40.47,0.0,12.43,2.24,3.18,95.71,9.09,2.27,9.61,90.3,2.03
2021,4,30,6.53,7.75,4.87,3.92,0.61,2.92,28.51,36.8,20.16,29.07,21.24,45.05,0.33,13.98,3.38,4.07,95.68,9.28,2.29,10.56,90.26,3.23
2021,5,1,6.42,7.75,4.89,2.6,0.6,2.89,29.59,37.14,22.28,30.3,22.42,45.38,0.03,15.25,2.67,3.3,95.58,9.4,2.19,11.41,90.19,2.31
2021,5,2,6.48,7.63,4.88,2.54,0.6,2.94,29.78,37.72,21.32,29.9,21.72,41.09,0.2,13.67,2.66,3.89,95.62,9.6,2.17,10.35,90.23,2.19
2021,5,3,6.71,7.25,4.45,2.97,0.62,3.02,29.94,37.56,21.78,30.25,22.27,42.66,0.02,14.61,2.56,3.98,95.47,9.66,2.05,11.0,90.09,2.08
2021,5,4,5.72,6.58,2.64,3.34,0.53,2.56,29.43,37.66,22.07,30.03,21.92,44.71,0.08,14.41,2.79,3.92,95.35,10.08,1.69,10.94,89.97,2.47
2021,5,5,6.91,7.03,4.83,2.84,0.64,3.09,26.27,33.25,21.65,27.57,20.96,54.69,1.62,15.65,4.1,7.63,95.71,9.81,1.99,11.66,90.25,3.6
2021,5,6,4.91,7.23,0.73,3.8,0.45,2.31,26.28,32.8,20.39,26.78,20.79,53.78,0.07,15.3,2.37,3.56,95.78,9.4,1.53,11.43,90.31,2.16
2021,5,7,6.15,7.19,3.79,2.83,0.56,2.8,27.15,34.38,20.92,28.29,20.93,49.87,0.06,14.71,2.02,3.72,95.89,9.38,1.74,11.02,90.44,1.79
2021,5,8,7.0,7.53,4.93,2.89,0.64,3.18,28.28,35.36,21.31,29.54,21.26,45.51,0.03,14.24,1.8,2.95,95.76,9.4,2.13,10.69,90.33,1.55
2021,5,9,5.37,7.61,3.08,3.08,0.49,2.45,28.53,36.34,21.15,29.76,21.59,46.88,1.17,14.65,2.42,3.01,95.54,9.83,1.73,11.01,90.13,2.29
2021,5,10,7.19,7.39,4.96,3.07,0.66,3.2,30.12,36.62,21.99,30.98,22.93,44.97,0.66,15.74,1.46,2.33,95.29,9.56,2.03,11.81,89.92,1.23
2021,5,11,7.14,7.35,4.7,3.13,0.65,3.17,27.99,33.81,22.07,28.82,22.15,51.54,11.0,16.31,2.14,4.07,95.36,9.61,1.96,12.23,89.95,1.88
2021,5,12,3.84,7.79,1.34,2.55,0.35,1.8,28.73,34.79,22.2,29.69,22.04,47.42,1.67,15.35,1.77,2.57,95.12,10.06,1.27,11.54,89.74,1.55
2021,5,13,7.16,7.94,4.89,3.1,0.65,3.22,27.28,33.3,22.05,28.3,21.04,49.69,1.09,14.8,3.06,4.02,95.28,9.59,2.17,11.14,89.87,2.71
2021,5,14,5.55,7.61,3.13,3.34,0.5,2.5,26.75,32.53,21.28,28.25,20.86,51.22,0.6,14.98,1.72,2.42,95.41,10.08,1.69,11.22,89.98,1.43
2021,5,15,7.28,7.68,5.57,2.74,0.66,3.25,27.41,34.07,21.3,28.93,20.7,47.18,2.34,13.99,2.16,3.21,95.51,9.71,2.18,10.55,90.08,2.0
2021,5,16,6.68,7.26,3.82,3.5,0.6,3.0,28.14,35.92,21.9,29.85,20.7,42.91,0.03,13.27,4.3,9.08,95.73,9.39,2.02,9.99,90.3,3.68
2021,5,17,7.69,7.72,7.16,2.18,0.69,3.42,28.51,37.01,20.61,29.71,20.2,40.55,0.01,11.9,3.91,5.2,95.67,8.99,2.33,9.2,90.25,3.42
2021,5,18,7.68,7.82,7.0,2.19,0.69,3.46,30.16,38.5,20.6,31.09,21.13,36.93,0.0,12.1,2.77,4.0,95.4,9.35,2.47,9.39,90.02,2.35
2021,5,19,7.28,7.61,6.08,2.43,0.65,3.28,29.42,36.77,21.81,31.08,21.47,41.49,2.02,13.53,2.23,3.41,95.29,9.57,2.37,10.28,89.91,2.13
2021,5,20,7.24,7.53,5.79,2.49,0.65,3.25,29.79,37.06,21.81,30.94,21.35,38.75,0.22,12.91,2.48,3.66,95.1,9.73,2.32,9.87,89.74,2.06
2021,5,21,8.08,8.11,8.59,1.76,0.72,3.53,29.49,36.48,21.25,30.6,20.78,37.52,1.44,12.07,2.48,4.81,95.32,8.5,2.49,9.31,89.94,2.26
2021,5,22,6.22,8.18,4.8,2.77,0.55,2.72,29.74,37.26,20.5,31.71,20.95,37.81,0.09,12.15,1.96,2.69,95.38,9.06,2.02,9.39,90.0,1.77
2021,5,23,7.47,7.56,6.16,2.56,0.66,3.3,27.82,34.81,21.62,29.96,19.76,40.38,2.16,11.69,2.37,4.33,95.48,8.88,2.17,9.14,90.06,2.23
2021,5,24,8.33,8.37,9.66,1.43,0.74,3.69,27.85,35.72,20.15,29.55,19.06,36.24,0.57,10.27,3.71,5.58,95.64,8.77,2.63,8.19,90.21,3.35
2021,5,25,8.09,8.29,8.82,1.8,0.72,3.62,29.22,38.09,19.64,30.49,18.8,30.2,0.0,8.38,3.98,5.61,95.31,9.0,2.62,7.23,89.93,3.51
2021,5,26,8.26,8.36,9.3,1.61,0.73,3.67,31.05,39.88,21.8,32.37,18.38,23.59,0.0,5.71,3.17,3.98,95.05,9.08,2.56,6.1,89.71,2.74
2021,5,27,7.86,8.29,7.35,3.09,0.69,3.48,31.88,41.42,21.58,33.05,18.93,22.54,0.0,5.99,4.19,6.1,95.02,9.39,2.6,6.16,89.69,3.6
2021,5,28,7.74,7.98,6.5,2.87,0.68,3.43,33.73,43.42,23.5,35.43,19.86,20.53,0.0,5.99,3.61,4.36,95.05,9.68,2.4,6.17,89.76,3.36
2021,5,29,7.01,7.31,4.08,3.38,0.62,3.12,35.94,44.29,26.95,37.91,22.81,22.22,0.0,9.69,2.61,4.48,95.07,10.16,2.15,7.93,89.81,2.46
2021,5,30,7.42,7.87,5.9,3.62,0.65,3.33,34.73,43.0,26.74,37.03,23.29,27.5,0.21,11.85,2.97,5.48,95.12,10.04,2.39,9.19,89.84,2.66
2021,5,31,6.03,8.07,3.43,3.8,0.53,2.64,34.45,42.0,26.77,36.65,22.38,24.74,0.01,10.31,2.0,2.66,94.86,9.92,1.89,8.29,89.59,1.75
2021,6,1,7.69,7.93,6.42,2.52,0.68,3.42,33.1,39.33,26.38,35.13,22.14,28.11,1.14,11.18,2.68,5.68,95.1,9.74,2.41,8.79,89.79,2.17
2021,6,2,7.34,7.8,5.65,2.99,0.64,3.33,31.31,37.26,25.21,32.37,23.56,41.59,22.11,15.82,1.86,2.51,95.29,10.04,2.35,12.03,89.95,1.51
2021,6,3,6.29,7.45,3.53,3.24,0.55,2.82,30.47,36.87,24.11,31.89,24.12,50.6,4.57,17.76,2.24,3.26,95.48,10.36,1.89,13.47,90.11,2.02
2021,6,4,7.18,8.01,4.43,4.31,0.63,3.27,30.7,36.38,25.0,32.26,24.25,49.09,17.75,17.79,1.18,2.42,95.54,10.52,2.4,13.49,90.17,1.02
2021,6,5,6.65,7.87,3.87,4.07,0.58,3.01,31.7,37.37,25.82,33.12,25.25,48.99,0.0,18.8,1.52,2.34,95.32,10.34,2.22,14.39,89.98,1.31
2021,6,6,7.33,7.82,5.82,3.92,0.64,3.28,32.61,37.59,25.98,33.89,26.3,49.85,0.56,20.0,1.51,2.72,95.28,10.27,2.36,15.48,89.95,1.27
2021,6,7,7.32,7.55,5.24,3.21,0.64,3.27,34.94,41.29,29.18,35.76,27.47,44.36,0.0,20.01,1.99,3.28,95.01,10.15,2.24,15.58,89.74,1.55
2021,6,8,8.0,8.15,6.93,2.67,0.7,3.6,35.29,43.28,26.67,36.02,26.72,40.35,0.0,18.16,2.16,2.61,94.77,10.05,2.66,13.97,89.52,1.79
2021,6,9,8.13,8.21,7.46,2.34,0.71,3.64,37.1,44.96,30.1,37.23,27.48,35.12,0.0,17.87,2.23,3.89,94.54,10.06,2.7,13.72,89.33,1.75
2021,6,10,7.55,7.78,6.55,2.34,0.66,3.48,36.83,43.65,29.79,36.7,26.72,32.96,0.0,16.61,1.67,3.62,94.5,10.89,2.65,12.69,89.29,1.24
2021,6,11,6.49,7.52,4.04,2.91,0.57,2.99,36.6,42.71,29.24,37.55,27.74,37.69,0.04,18.89,1.79,4.03,94.53,11.34,2.26,14.6,89.31,1.43
2021,6,12,7.71,7.9,6.34,2.86,0.67,3.52,35.31,41.29,30.01,36.97,28.12,46.04,2.84,20.94,1.92,3.76,94.67,11.13,2.61,16.56,89.42,1.76
2021,6,13,7.22,7.87,5.39,3.1,0.63,3.35,33.38,40.04,26.89,34.56,26.4,48.63,14.56,19.41,2.74,6.19,94.76,10.91,2.44,15.24,89.47,2.37
2021,6,14,7.24,7.82,5.14,3.98,0.63,3.21,31.62,37.17,25.34,32.23,23.67,42.23,7.02,15.71,1.68,2.72,94.73,10.38,2.28,12.03,89.42,1.42
2021,6,15,5.97,7.87,2.33,3.82,0.52,2.72,31.25,38.22,23.82,32.17,23.19,42.62,1.6,15.13,1.98,2.78,94.44,10.1,2.04,11.68,89.14,1.63
2021,6,16,7.39,8.29,5.94,3.66,0.64,3.22,30.28,36.32,24.25,32.03,24.69,55.91,0.67,19.1,2.8,3.28,94.68,9.67,2.28,14.86,89.35,2.54
2021,6,17,7.61,8.02,6.85,2.21,0.66,3.43,30.22,36.22,24.38,32.08,24.24,52.68,6.68,18.26,1.79,3.04,94.99,10.16,2.42,14.0,89.64,1.57
2021,6,18,8.08,8.27,8.52,2.63,0.7,3.5,31.93,38.59,25.55,33.36,23.92,41.54,0.0,15.9,2.27,3.5,94.98,9.31,2.4,12.04,89.66,1.89
